version,change
Версия 1.5.25,Номенклатира CL998 - добавено съобщение за предупреждение W001 за липсваща партида от ваксина
Версия 1.5.25,Номенклатира CL998 - добавено съобщение за предупреждение W002 за недостатъчно количество
Версия 1.5.25,Номенклатура CL150 - промяна в стойността на CL011 за рядко заболяване на ред с ключ 0511000089 - МКБ кодът е коригиран от E11 на E11.9
