version,change
Версия 1.5.8,"Добавен код ""01.05"" в номенклатура CL139"
Версия 1.5.8,"Премахнат код ""75-175"" от номенклатура CL142"
Версия 1.5.8,Номенклатура CL142 е реструктприрана да съдържа само дейности от дългосрочната грижа (т.е. без дейности от CL050)
Версия 1.5.8,"Премахнат код ""76-168"" от номенклатура CL142"
Версия 1.5.8,Премахната колона Specialty (CL006) в номенклатура CL142 - преминава в PR001
Версия 1.5.8,Създадена номенклатура CL144
Версия 1.5.8,Създадена номенклатура CL145
Версия 1.5.8,Добавена колона Organization BG / Organization EN в номенклатура CL018
