version,change,regarding vaccines
Версия 1.2.7,Добавена номенклатура CL082,true
Версия 1.2.7,"Премахната колона ""CL038 Mapping"" от номенклатура CL037",true
Версия 1.2.7,"Добавена колона ""CL037 Mapping"" в номенклатура CL038",true
Версия 1.2.7,"Добавена колона ""CL082 Mapping"" в номенклатура CL038",true
Версия 1.2.7,Актуализирана номенклатура CL037,true
Версия 1.2.7,Актуализирана номенклатура CL038,true
Версия 1.2.7,Променено описанието (и значението) на редове 05 и 06 в номенклатура CL049,false
