version,change,regarding vaccines
Версия 1.0.11,Добавени редове 21 - 24 към номенклатура CL024,false
Версия 1.0.11,Добавен мапинг към CL022 в номенклатура CL024,false
Версия 1.0.11,Добавена колона за НЗОК пакет в номенклатура CL022,false
