version,change,regarding vaccines
Версия 1.0.5,Коригирани мапинги към НЗОК кодове в номенклатура CL006 спрямо последна информация от МЗ,false
Версия 1.0.5,Коригирана номенклатура CL010 спрямо последна информация от МЗ. Това променя индексите от предходната версия!,false
