version,change
Версия 1.4.4,"Добавен код ""T8"" в номенклатура CL007"
Версия 1.4.4,"Добавен код ""T9"" в номенклатура CL007"
Версия 1.4.4,"Коригирани няколко стойности в CL038,  Key 77,78"
Версия 1.4.4,"Добавен код ""81"" в CL038 ( даваща опция да се добавят и лица извън посочената от имунизация възраст)"
Версия 1.4.4,Създадена номенклатура CL116
Версия 1.4.4,Създадена номенклатура CL117
