version,change
Версия 1.5.12,Номенклатура CL139 - промяна в код 07.01 и добавени стойности за кодове от 07.02 до 07.11 - възможни отговори за битово-санитарни условия
Версия 1.5.12,Номенклатура CL134 - промяна на Note за код 04.03
Версия 1.5.12,"Номенклатура CL132 - добавена стойност за Max age при преглед A6M, за да няма застъпване с дейностите по A10M"
