version,change,regarding vaccines
Версия 1.3.8,"Коригирана колона ""NHIF Code"" и колона ""NHIF Package"" за редове ""05-00F"", ""05-00D"" в номенклатура CL022",false
Версия 1.3.8,"Променен код ""0"" на ""6"" в номенклатура CL004",false
