version,change,regarding vaccines
Версия 1.5.9,Номенклатура CL144 - премахната стойност в колона Units при код 99-004-01,false
Версия 1.5.9,Премахнат код S2 в номенклатура CL132,false
Версия 1.5.9,Добавен код S3 в номенклатура CL132,false
Версия 1.5.9,"Добавенa стойност за MH code за код ""57335"" в номенклатура CL037",true
Версия 1.5.9,Възстановяване на код 57335 в номенклатура CL037,true
