version,change,regarding vaccines
Версия 1.5.1,"Добавен нов код ""5"" в номенклатура CL137",false
Версия 1.5.1,Създадена номенклатура CL141,false
Версия 1.5.1,"Добавени нови кодове B, C, A, S, V, M, N, T, HC в номенклатура CL102",false
