version,change,regarding vaccines
Версия 1.5.20,Номенклатура CL037 - добавена ваксина с код 46255 - Bexsero,true
Версия 1.5.20,Номенклатура CL038 - промяна в данните за код 73 и 74 за следните данни: Dose number (брой дози); Min age; Rules; CL037 Mapping (2025),true
Версия 1.5.20,Номенклатура CL001 - премахване на записи с код 3 и 4,false
Версия 1.5.20,Създадена номенклатура CL147,false
Версия 1.5.20,"Номенклатура CL037 - спиране на кодове: 16568, 15497, 17327 поради смяна на продуктите за противогрипни ваксини",true
Версия 1.5.20,"Номенклатура CL037 - добавени ваксини с кодове: 66739 (Vaxigrip), 66737 (Vaxigrip)",true
Версия 1.5.20,Номенклатура CL038 - промяна на кодове за връзка към CL037 - сменят се стойностите за код 99 и 72,true
