version,change,regarding vaccines
Версия 1.0.7,Коригирани ключовете на номенклатура CL007 на латиница,false
Версия 1.0.7,Коригирана номенклатура CL022 на база анекс между НЗОК и БЛС,false
Версия 1.0.7,Добавени преводи на CL005,false
Версия 1.0.7,Добавени преводи на CL015,false
Версия 1.0.7,Добавени преводи на CL017,false
Версия 1.0.7,Добавени преводи на CL022,false
Версия 1.0.7,Добавени преводи на CL024,false
Версия 1.0.7,Добавени преводи на CL029,false
Версия 1.0.7,"Ключовете на номенклатура CL031 са променени да представляват валидни мерни единици по UCUM, тъй като те по своето естество са уникални",false
