version,change
Версия 1.5.19,"Номенклатура CL038 - спиране на кодове 77, 78, 79 и 80 във връзка със стартиране на новата HPV програма и въвеждането на кодове 100 и 101"
Версия 1.5.19,Номенклатура CL037 - спиране на код 1542 за ваксина Pentaxim поради изтичане на срок на годност на последни закупени партиди до 30.06.2025. Ваксината се заменя от Infanrix-IPV+HIB
Версия 1.5.19,"Номенклатура CL038 - премахната е връзка към CL037 за кодове 28, 29, 30 и 31 за ваксина 1542 поради спиране на ваксина Pentaxim"
