version,change
Версия 1.0.14,"Допълнена номенклатура CL037 с ваксина ""COVID-19 Vaccine AstraZeneca"""
Версия 1.0.14,Добавени нови редове в номенклатура CL045
Версия 1.0.14,Номенклатура CL031 е маркирана за премахване
Версия 1.0.14,Добавена номенклатура CL047
Версия 1.0.14,Добавена номенклатура CL048
Версия 1.0.14,Добавена номенклатура CL049
