version,change
Версия 1.5.27,"Номенклатура CL038 - спиране на кодове 19, 20, 21, 22, 65, 75, 76"
Версия 1.5.27,"Номенклатура CL150 - промяна в стойността на връзката с МКБ код по CL011на ""M30.1"" за запис с ключ: 1330000271"
Версия 1.5.27,"Номенклатура CL136 - промяна в Description, Display value BG, Display value EN за записи с ключове: 3, 4"
