version,change,regarding vaccines
Версия 1.5.14,"Номенклатура CL132 - добавена стойност за Max age при преглед A5M, за да няма застъпване с дейностите по A10M",false
Версия 1.5.14,Номенклатура CL018 - добавен код 9 за медицинска експертиза,false
