version,change,regarding vaccines
Версия 1.2.8,Попълнена номенлатура CL050 с данни от НЗОК,false
Версия 1.2.8,"Добавена колона ""Type"" в номенклатура CL050",false
Версия 1.2.8,Предефинирана номенклатуа CL049 с изцяло нови редове и по FHIR стандарт,false
Версия 1.2.8,Комбинирани номенклатури CL047 с CL048 в нова номенклатура CL047; номенклатура CL048 е изтрита,false
