version,change
Версия 1.2.3,Добавени нови редове в CL010
Версия 1.2.3,Добавени нови редове в CL035
Версия 1.2.3,Номенклатура CL026 обновена с данни от НЗОК към 16.05.2021 - отменените стойности се показват в червено и са с валидност до тази дата
Версия 1.2.3,Номенклатура CL009 обновена с данни от НСЦРЛП към 02.05.2021 - отменените стойности се показват в червено и са с валидност до тази дата
