version,change
Версия 1.2.1,Добавена номенклатура CL055
Версия 1.2.1,"Номенклатура CL026 разширена със стойности, които бяха премахнати с ъпдейта от 16.03.2021 - тези редове показват правилно валидност до тази дата и са в червено"
Версия 1.2.1,Номенклатура CL009 обновена с данни от НСЦРЛП към 02.04.2021 - отменените стойности се показват в червено и са с валидност до тази дата
