version,change
Версия 1.5.13,"Номенклатура CL038 - добавена нова ваксина по CL037 - 57335 за кодове: 48, 49 и 51"
Версия 1.5.13,Номенклатура CL044 - добавени са всички ЕКАТТЕ записи към публичната номенклатура. Включени са към номенклатурата всички селищни образувания
Версия 1.5.13,Номенклатура CL007 - премахнати грешно дублирани записи за Т4 и Т5
Версия 1.5.13,"Номенклатура CL134 - добавена колона Ask once със стойност тип boolean, с която се посочва дали даден въпрос да се задава повторно, ако веднъж вече е получил отговор, различен от NULL или отрицателен отговор"
Версия 1.5.13,Номенклатура CL114 - добавен нов лекарствен продукт с код 28724 - Fentanyl Kalceks
Версия 1.5.13,"Номенклатура CL139 - добавен код 07.99, който да се използва в случай, че битово-санитарните условия са добри"
Версия 1.5.13,Номенклатура CL037 - добавена стойност за vaccine group за код 57335
Версия 1.5.13,Номенклатура CL018 - добавен код 8 за фелдшери във връзка с отделянето им от БАПЗГ
