version,change
Версия 1.0.6,"Добавени 3 липсващи мапинга към НЗОК за кодове 3088, 2079 и 2081 в номенклатура CL006"
Версия 1.0.6,"Допълнена номенклатура CL006 с информацията последно изпратена от МЗ; добавена колона ""Роля в Здравеопазването"", тъй като много от кодовете имат сходни имена"
Версия 1.0.6,Добавени стойности на английски за номенклатурa CL021
Версия 1.0.6,Добавени стойности на бългaрски за номенклатура CL012
Версия 1.0.6,Добавени всички редове от номенклатура CL011. Това значително увеличава размера на файла!
Версия 1.0.6,Добавени 2 липсващи стойности към номенклатура CL010 и премахната една дуплицирана стойност
