version,change,regarding vaccines
Версия 1.4.1,Коригирана номенклатура CL106 като са премахнати свръхбройните зъби,false
Версия 1.4.1,CL037 - Ваксини - добавена колона N - MH Code,true
Версия 1.4.1,Променена изцяло номенклатура CL107 с нови кодове и различни редове,false
Версия 1.4.1,Променена изцяло номенклатура CL111 с нови кодове и различни редове,false
