version,change
Версия 1.0.3,Коригирани имената на таблиците за всяка номенклатура с цел по-ясно заначение на всяка колона.
Версия 1.0.3,Актуализирана номенклатура CL013 спрямо последните данни от МЗ
Версия 1.0.3,Сменен статуса на номенклатура CL013 на ФИНАЛИЗИРАНА
Версия 1.0.3,"Добавен ред в номенклатура CL003: 5, Fetched"
Версия 1.0.3,Добавен мапинг към НЗОК за номенклатура CL006
Версия 1.0.3,Актуализирана номенклатура CL010 спрямо последните данни от МЗ
Версия 1.0.3,Сменен статуса на номенклатура CL014 на ФИНАЛИЗИРАНА
Версия 1.0.3,Сменено името на номенклатура CL024
Версия 1.0.3,Добавена референция към FHIR за номенклатура CL027
