version,change,regarding vaccines
Версия 1.3.11,"Добавен код ""1137"" в номенклатура CL006",false
Версия 1.3.11,Добавена номенклaтура CL997,false
Версия 1.3.11,Допълнена номенклатура CL011 с МКБ кодове M70 с пети знак,false
Версия 1.3.11,"Попълнена колона ""NHIF Code"" и колона ""NHIF Package"" за редове ""00-027"", ""00-028"", ""00-029"", ""09-007"", ""00-001"" в номенклатура CL022",false
