version,change
Версия 1.4.5,Създадена номенклатура CL118
Версия 1.4.5,"Коригирано описанието на ред ""81"" в номенклатура CL038"
Версия 1.4.5,"Добавен ред ""48571"" в номенклатура CL037"
Версия 1.4.5,"Редове ""7401"", ""-1001"", ""-1002"", ""-1003"", ""-1004"" в номенклатура CL037 стават невалидни след 15.09.2023"
Версия 1.4.5,"Добавен ред ""NA"" в номенклатура CL045"
