version,change
Версия 1.5.10,Добавен запис с код 9 в CL069
Версия 1.5.10,"Актуализирани данни в CL107 - променени стойности за Language En за кодове: Co, Cm, Cd, Cb, Cl, Cc"
Версия 1.5.10,"Добавени записи в CL037 с кодове: 58090, 64095, 64907"
Версия 1.5.10,"Направени промени в CL038 в колона CL037 Mapping (2024) при кодове: 00, 16, 17, 18, 28, 29, 30, 31, 61, 62, 63, 64, 68, 69"
Версия 1.5.10,Коригирано заглавие на номенклатура CL0144 на CL144
